,Unnamed: 0,Unnamed: 0.1,time,imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,mag_field_x,mag_field_y,mag_field_z,mag_new_data,pos_n,pos_e,pos_d,v_n,v_e,v_d,gnss_new_data,imu_new_data
86,86,86,0.9560003,1.10015,-0.5573419,-9.748407,-0.09558298,-0.06103672,0.0071559316,-14.296671,19.256468,43.366867,0,-0.0016624384263389,-0.0572419444263389,-0.3552530984263389,0.144778417157386,0.124209095157386,0.056575486157386,1,1.0
87,87,87,0.9649992,1.1004488,-0.55756205,-9.747869,-0.045270365,-0.031980943,0.006626875,-14.170861,19.319101,43.443195,1,0.0999394465571526,0.0441748445571526,-0.2544389714428473,0.0126893562198908,-0.0078614034801091,-0.0741498534801091,0,1.0
88,88,88,0.974,1.1004493,-0.5575625,-9.747867,0.030679973,-0.015620693,0.008598001,-14.295587,19.256384,43.441116,1,-0.288095403817432,-0.344044716817432,-0.643249086817432,0.0913662422926114,0.0708761672926114,0.0059386052926114,0,1.0
89,89,89,0.9840002,0.80858153,-0.44230312,-9.649995,0.09457341,-0.00721436,0.0022906414,-14.108466,19.191523,43.370193,1,0.2029369477113651,0.1467399487113651,-0.1532363512886348,-0.0369279435239102,-0.0577840433239102,-0.1215699613239102,0,1.0
90,90,90,0.9929991,0.80829555,-0.44218948,-9.6498995,0.08302179,-0.008286942,0.0040337252,-14.108466,19.191523,43.370193,0,0.1326442655856938,0.0762576945856938,-0.2242889594143061,-0.0398236054846814,-0.0611082638846814,-0.1240719138846814,0,1.0
91,91,91,1.0019999,0.808295,-0.44218928,-9.6498995,0.045640506,-0.038684353,-0.009663748,-14.235616,19.319714,43.293625,1,-0.1480217576378801,-0.2046021356378801,-0.5057116056378801,-0.1329732586704848,-0.1547686823704848,-0.2168744513704848,0,1.0
92,92,92,1.0109987,0.57548916,-0.34642515,-9.806042,0.01874609,-0.050016154,-0.015979355,-14.173031,19.31927,43.294704,1,0.1977596053402614,0.1409790723402614,-0.1606955326597385,-0.061194625203869,-0.083906685203869,-0.147534696203869,0,1.0
93,93,93,1.0199995,0.5745733,-0.34604564,-9.806648,-0.047967263,-0.031707484,-0.010506282,-14.173031,19.31927,43.294704,1,-0.1960441554392437,-0.2530334854392437,-0.5552886154392438,-0.1317167296927033,-0.1554053946927033,-0.2207737156927033,0,1.0
94,94,94,1.0299997,0.57457143,-0.3460449,-9.806648,-0.098783664,-0.017542342,-0.008341192,-14.173031,19.31927,43.294704,0,0.1339879766618576,0.0767812086618576,-0.2260700213381423,0.0954615468117317,0.0708443108117317,0.0037354318117317,0,1.0
95,95,95,1.0390005,0.8238348,-0.5164195,-9.806667,-0.093804896,-0.00054621324,-0.010854137,-14.234084,19.256021,43.36795,1,0.1241313599919581,0.0667014559919581,-0.2367599300080418,-0.0066113476667293,-0.0313019516667293,-0.0995777826667293,0,1.0
96,96,96,1.0460005,0.82771045,-0.5190628,-9.806648,-0.069520965,0.024993466,-0.008605246,-14.173031,19.31927,43.294704,1,0.2211597248637923,0.1684284318637923,-0.1290833521362077,-0.0672048997073191,-0.0719344443073191,-0.1375103333073191,1,1.0
97,97,97,1.0559988,0.82777196,-0.5191048,-9.806648,-0.015331135,0.059305467,-0.0016146865,-14.357281,19.129614,43.440205,1,-0.2033881705181653,-0.2561708405181653,-0.5544763245181653,0.0319151198563426,0.0280976253563426,-0.0386161351436573,0,1.0
