,time,imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,mag_field_x,mag_field_y,mag_field_z,mag_new_data,pos_n,pos_e,pos_d,v_n,v_e,v_d,gnss_new_data
390,4.4749994,0.88620156,-0.36527437,-9.865429,-0.08686589,0.05345406,-0.0073862923,-14.117312,19.000494,43.638496,1,-0.024468744,-0.08237657,-0.41558725,0.00216097,-0.018449172,-0.08879922,0
391,4.4849997,0.8862029,-0.36527377,-9.865429,-0.0495122,0.07181667,-0.007192015,-14.117312,19.000494,43.638496,0,-0.02444699,-0.08254644,-0.4163905,0.0026689908,-0.019288613,-0.089709915,0
392,4.4940004,1.0204304,-0.57350516,-9.633998,-0.0008351809,0.07864306,-0.0075931624,-14.179955,19.00094,43.637413,1,-0.024425082,-0.082723975,-0.4171985,0.0016665182,-0.02020971,-0.08942962,0
393,4.5029993,1.0225375,-0.57678497,-9.630312,0.045595333,0.020228012,-0.00061415375,-14.181932,19.12824,43.562927,1,-0.024418632,-0.0829102,-0.41799882,-0.0002307492,-0.021170134,-0.08841982,0
394,4.512,1.0225415,-0.57679135,-9.630306,0.07646347,-0.038283583,0.0011979007,-14.118845,19.064186,43.56409,1,-0.024429118,-0.08310502,-0.41879007,-0.0020960073,-0.022129172,-0.08740935,0
395,4.5220003,0.6452135,-0.5023171,-9.85812,0.09124009,-0.061183058,0.0084989155,-14.056649,19.127348,43.56509,1,-0.024452288,-0.08330414,-0.4195751,-0.002516801,-0.021521816,-0.087425664,0
396,4.530999,0.6330262,-0.49988064,-9.865416,0.052652467,-0.0837325,0.0046979343,-14.056649,19.127348,43.56509,0,-0.024471985,-0.08348998,-0.42036545,-0.0018556722,-0.01978678,-0.088203676,0
397,4.5390005,0.63300246,-0.4998759,-9.865429,0.007510535,-0.046200793,-0.012425522,-14.057289,19.063824,43.490856,1,-0.02653543,-0.081214055,-0.4156926,-0.013946263,-0.013163848,-0.097931564,1
398,4.5479994,0.956959,-0.2644724,-9.745572,-0.040575787,-0.016315807,-0.016307946,-14.117312,19.000494,43.638496,1,-0.026658174,-0.08132684,-0.41657707,-0.013257399,-0.012710518,-0.09840807,0
399,4.557,1.0029745,-0.23073767,-9.728307,-0.066830896,0.01543378,-0.009918542,-14.179508,18.937334,43.637497,1,-0.026773224,-0.0814522,-0.4174615,-0.01231876,-0.015161601,-0.098131225,0
400,4.5670004,1.0030645,-0.23067178,-9.728273,-0.058155727,0.055705972,0.0026459026,-14.054671,19.000048,43.63958,1,-0.026880024,-0.081599645,-0.4183434,-0.011419173,-0.0175968,-0.09784949,0
401,4.5759993,0.8965499,-0.42356128,-9.777871,-0.04222908,0.034070943,0.0031075059,-14.054671,19.000048,43.63958,0,-0.02697935,-0.08176789,-0.41922298,-0.0108830705,-0.019404715,-0.09771716,0
402,4.585,0.7890285,-0.6148747,-9.826147,-0.0065875296,0.034957357,0.0010582629,-14.116866,18.936888,43.63858,1,-0.027082171,-0.08193827,-0.42010498,-0.011998002,-0.018407283,-0.09828988,0
403,4.593999,0.7888185,-0.6152484,-9.8262415,0.0362835,0.007592619,-0.004655095,-14.118845,19.064186,43.56409,1,-0.027195374,-0.08209897,-0.42099226,-0.013156415,-0.017302644,-0.098882705,0
404,4.603999,0.68686837,-0.55786294,-9.7236805,0.052835323,-0.029532103,0.0054101516,-14.11993,19.06427,43.489777,1,-0.027361931,-0.08229754,-0.42218313,-0.014390854,-0.01567618,-0.09933527,0
405,4.6139994,0.6525465,-0.53837174,-9.689154,0.06562285,-0.07186461,0.0026703386,-14.11993,19.06427,43.489777,0,-0.027491579,-0.082430914,-0.4230738,-0.014409369,-0.013963789,-0.09858741,0
406,4.623,0.6524795,-0.5383337,-9.689086,0.0429187,-0.06740845,0.0072079543,-13.993114,18.999685,43.56634,1,-0.027621234,-0.082549095,-0.42395765,-0.014402097,-0.01231145,-0.09782461,0
407,4.631999,0.6524794,-0.53833365,-9.689086,0.0020185462,-0.02883518,-0.009708764,-14.057289,19.063824,43.490856,1,-0.024257667,-0.08337221,-0.4176145,0.00083973125,-0.02177994,-0.09826436,1
408,4.6400003,1.060699,-0.21208358,-9.923754,-0.026313392,0.011246897,-0.007175412,-14.056204,19.06374,43.565174,1,-0.02424575,-0.08358037,-0.41850492,0.0018319328,-0.024601594,-0.099660635,0
409,4.6500006,1.061494,-0.21144402,-9.924211,-0.06769425,0.07078261,-0.013625998,-14.056204,19.06374,43.565174,0,-0.02422466,-0.083815366,-0.41940862,0.0028510524,-0.027613066,-0.10116474,0
410,4.6589994,1.0614954,-0.21144278,-9.924211,-0.067241736,0.041699715,-0.011354652,-14.118204,19.12771,43.63833,1,-0.024194507,-0.08407715,-0.42032588,0.0038441143,-0.030552506,-0.102671735,0
411,4.668,0.8296075,-0.55486786,-9.57429,-0.039966438,0.016252862,-0.008059121,-14.117312,19.000494,43.638496,1,-0.02416173,-0.08435502,-0.42124668,0.0032234148,-0.03084366,-0.10159882,0
412,4.6780005,0.82777554,-0.5575573,-9.571529,0.006579668,-0.04472119,-0.00956369,-14.118399,19.000578,43.564175,1,-0.024137264,-0.08463107,-0.42215353,0.0022102941,-0.030501949,-0.09991787,0
413,4.6869993,0.82777196,-0.5575625,-9.571526,0.049119763,-0.07907494,0.016381288,-14.118399,19.000578,43.564175,0,-0.024121996,-0.08490414,-0.42304525,0.001180506,-0.030189084,-0.09823566,0
414,4.697999,0.6345335,-0.57665056,-9.960345,0.049781274,-0.046489492,0.005486556,-14.118399,19.000578,43.564175,0,-0.024113044,-0.08525881,-0.4242213,0.00059091777,-0.028431742,-0.09873433,0
415,4.707,0.6330053,-0.57679105,-9.96339,0.045910206,-0.03864918,0.008567381,-13.91656,19.062717,43.596344,1,-0.02410794,-0.08550587,-0.42511758,0.0005446397,-0.026475968,-0.10043406,0
416,4.7160006,0.63300246,-0.57679135,-9.963397,0.024470279,-0.012060879,-0.008795576,-13.979592,19.12677,43.59518,1,-0.0241032,-0.085735515,-0.42602918,0.00051122945,-0.024559602,-0.102135904,0
417,4.724,0.9252329,-0.3244875,-9.651201,-0.006992567,-0.016101534,-0.008522025,-14.041287,19.0,43.594265,1,-0.024375062,-0.08306397,-0.42145365,-0.00286683,-0.017506326,-0.111604005,1
418,4.734,0.9445959,-0.30762014,-9.630345,-0.037081964,0.031047706,-0.005331501,-14.041287,19.0,43.594265,0,-0.024398778,-0.08322968,-0.42245287,-0.0024043322,-0.019322801,-0.110445336,0
419,4.742999,0.9446337,-0.3075872,-9.630306,-0.06651847,0.041067366,-0.0117335655,-13.977616,18.99947,43.669594,1,-0.024418399,-0.08341168,-0.42344162,-0.0019592198,-0.021115888,-0.10927892,0
420,4.752,0.7232355,-0.44233948,-9.819047,-0.07320449,0.03215379,0.0004982692,-14.163845,18.937117,43.740677,1,-0.024434153,-0.083608374,-0.42442062,-0.0015365664,-0.022050181,-0.108642824,0
421,4.7599993,0.69149536,-0.4613809,-9.845783,-0.043871917,-0.028517555,-0.009445739,-14.03931,18.872702,43.66868,1,-0.02444612,-0.08380216,-0.42540124,-0.0011272852,-0.021000523,-0.1092794,0
422,4.7699995,0.6914334,-0.46141803,-9.845834,-0.006117349,-0.06626287,0.016018484,-14.03931,18.872702,43.66868,0,-0.024454603,-0.08398635,-0.42638767,-0.0007645863,-0.019934708,-0.10992685,0
423,4.864999,0.69204193,-0.4812479,-9.846447,0.042882588,-0.044917244,0.0058059455,-13.915668,18.935501,43.59651,1,-0.024460064,-0.08416107,-0.42737994,-0.00048527404,-0.01888123,-0.11057941,0
424,4.873,0.6914344,-0.4998395,-9.845837,0.043028027,-0.018840078,0.007989107,-13.97934,18.936031,43.521183,1,-0.024464244,-0.084325835,-0.42837813,-0.00044298026,-0.017735591,-0.111242704,0
425,4.881999,0.6914333,-0.4998758,-9.845837,0.061114673,-0.0053765913,-0.0056029735,-13.91503,18.999023,43.670673,1,-0.024468001,-0.0844804,-0.4293823,-0.00038767795,-0.01661599,-0.11190645,0
426,4.8919992,0.6914333,-0.4998759,-9.845837,0.06160672,-0.023983447,-0.00042923476,-13.855061,19.062355,43.52318,1,-0.024471112,-0.084625006,-0.4303924,-0.00029823993,-0.015524288,-0.1125705,0
427,4.901,0.98131466,-0.46172798,-9.709762,0.01212371,0.038121805,0.0012179748,-13.855061,19.062355,43.52318,0,-0.02447664,-0.08476788,-0.4314053,-0.0010427006,-0.016502948,-0.112394005,1
428,4.9089994,0.9835833,-0.46141875,-9.708683,-0.023726761,0.041347906,-0.0036929413,-14.040203,18.999916,43.66851,1,-0.025464559,-0.08398838,-0.42237404,-0.00898085,-0.020773081,-0.10125253,0
429,4.918,0.9835876,-0.46141812,-9.708681,-0.06446538,0.019608557,-0.0018039354,-13.978254,18.935947,43.595432,1,-0.02554976,-0.08418175,-0.42328364,-0.009954082,-0.022190155,-0.10086898,0
430,4.926999,0.6550756,-0.30879834,-9.630927,-0.060208865,-0.060032845,-0.0004856726,-13.975638,18.872171,43.744007,1,-0.025635723,-0.08438172,-0.4241866,-0.008868416,-0.02204026,-0.099683054,0
431,4.9369993,0.65248436,-0.3075895,-9.630306,-0.049336404,-0.042335678,-0.0013368642,-13.975638,18.872171,43.744007,0,-0.025708674,-0.08457782,-0.42507753,-0.0073520844,-0.021538857,-0.09830735,0
432,4.946,0.6524794,-0.30758715,-9.630306,0.0026306596,-0.024283169,0.0023566491,-13.977616,18.99947,43.669594,1,-0.025768237,-0.08476945,-0.42595613,-0.005887765,-0.021047035,-0.096932255,0
433,4.954999,0.780373,-0.46990585,-9.887549,0.023777146,-0.0038204996,0.00011340927,-14.03931,18.872702,43.66868,1,-0.025816891,-0.08495696,-0.42682552,-0.005288436,-0.020663558,-0.09681454,0
434,4.9639997,0.7888016,-0.48062602,-9.904582,0.058136433,-0.027380414,0.00131996,-13.850467,18.87128,43.746166,1,-0.025865862,-0.0851417,-0.42770243,-0.0055925525,-0.020393511,-0.0980507,0
435,4.9749994,0.78881806,-0.480647,-9.904615,0.058512975,0.027591022,-0.0012948067,-13.850467,18.87128,43.746166,0,-0.025935244,-0.08538451,-0.428889,-0.005960943,-0.02008439,-0.099709496,0
436,4.984,0.8265927,-0.48068455,-9.752803,0.07050249,0.019119432,-0.008574559,-13.853975,19.062271,43.597427,1,-0.025990378,-0.08556489,-0.42978978,-0.006342765,-0.020079603,-0.10016525,0
437,4.985999,0.82762456,-0.4806517,-9.748484,0.048536643,0.014561274,-0.0068664267,-13.913498,18.935333,43.745003,1,-0.026009649,-0.0856252,-0.43009022,-0.0064965663,-0.020131866,-0.100122415,0
438,4.9940004,0.8277887,-0.63209325,-9.767183,-0.020658826,-0.03561792,0.010438518,-13.849382,18.871197,43.82041,1,-0.028016917,-0.08159887,-0.41673857,-0.0198876,-0.0067522116,-0.07292117,1
439,5.0029993,0.82777196,-0.6344733,-9.76746,-0.0011669558,-0.020988656,0.0005442719,-13.911521,18.808033,43.819416,1,-0.02820375,-0.08165701,-0.41739517,-0.021631394,-0.006164891,-0.07300267,0
440,5.012,0.82777196,-0.63447803,-9.76746,0.052675847,-0.02788916,0.01465795,-13.788326,18.934443,43.747166,1,-0.028406331,-0.081709884,-0.41805252,-0.023388892,-0.0055898824,-0.07308416,0
441,5.019,0.80861837,-0.44521257,-9.6903305,0.05781017,-0.009249577,0.0057079946,-13.851998,18.934973,43.67184,1,-0.028621908,-0.08175904,-0.41870922,-0.024174104,-0.005497419,-0.07267732,0
442,5.0269995,0.80830014,-0.4422365,-9.689105,0.069434404,0.015552482,0.02216384,-13.913498,18.935333,43.745003,1,-0.028767304,-0.081792444,-0.41914386,-0.024288606,-0.0056341765,-0.07220623,1
443,5.0339994,0.808295,-0.44218937,-9.689086,0.07860098,0.010974147,0.011510388,-13.913498,18.935333,43.745003,0,-0.027672777,-0.08198061,-0.41262597,-0.01785215,-0.01083774,-0.06860924,0
444,5.043,0.6741055,-0.19613855,-9.515518,0.061892927,0.0032742752,0.01593944,-13.789858,18.998133,43.672836,1,-0.027829245,-0.082079515,-0.41323707,-0.016379679,-0.011167344,-0.066799976,0
445,5.05,0.6719899,-0.19227523,-9.512787,0.036236405,0.050636142,-0.010749353,-13.852445,18.998579,43.671757,1,-0.027922677,-0.082147285,-0.41363287,-0.014759937,-0.0114210155,-0.065144174,0
446,5.0579996,0.67195636,-0.19221404,-9.512744,0.026278574,0.051460687,0.010780734,-14.039757,18.93631,43.668594,1,-0.02804448,-0.08225173,-0.41420797,-0.012297209,-0.011783135,-0.06265775,0
447,5.0649996,0.57000655,-0.13482773,-9.630612,-0.0069154124,0.05696674,-0.003072898,-14.039757,18.93631,43.668594,0,-0.028112803,-0.08232281,-0.4145794,-0.010312987,-0.011809385,-0.06132037,0
448,5.072999,0.5356847,-0.115336545,-9.669416,-0.020624131,0.0714602,-0.0021956156,-13.913944,18.99894,43.74492,1,-0.028188622,-0.08242696,-0.41512576,-0.0065252553,-0.011321602,-0.06009632,0
449,5.079999,0.53561854,-0.115299,-9.669493,0.0061905687,0.08939762,-0.00569243,-14.040203,18.999916,43.66851,1,-0.028220171,-0.08249381,-0.41548392,-0.003984881,-0.01095775,-0.05928988,0
450,5.0880003,0.60393906,-0.62020653,-9.738224,0.02986923,0.0386645,-0.0063667214,-14.039757,18.93631,43.668594,1,-0.028240914,-0.08258895,-0.41601253,-0.0015516086,-0.009798021,-0.058368694,0
451,5.0959997,0.61337554,-0.6910403,-9.747717,0.054495215,0.06820863,-0.009276685,-13.978508,19.126686,43.669426,1,-0.028252006,-0.08264266,-0.4163623,-0.0021538609,-0.008100683,-0.058216576,0
452,5.1029997,0.61352503,-0.6921624,-9.747867,0.081695095,0.037638377,-0.022825366,-13.978508,19.126686,43.669426,0,-0.02845579,-0.08015437,-0.409725,-0.0034979219,0.006709104,-0.049613208,1
453,5.110999,0.61352533,-0.6921646,-9.747867,0.071341805,0.04144354,-0.017262224,-13.979592,19.12677,43.59518,1,-0.028478462,-0.080108784,-0.41002223,-0.004058567,0.008483788,-0.049461767,0
454,5.12,1.0209488,-0.53893924,-9.864975,0.031033957,0.046197433,-0.025106374,-14.103236,19.06397,43.667347,1,-0.02852047,-0.0800351,-0.4104713,-0.0052940403,0.0076830336,-0.050402224,0
455,5.1949987,0.8693127,-0.30052653,-9.792107,0.079832256,0.019587532,0.0029406063,-14.107382,19.191439,43.444443,1,-0.030277338,-0.081377536,-0.4067234,-0.014977472,-0.009389524,-0.039992686,0
456,5.1379995,1.0225415,-0.53833365,-9.865429,-0.04829096,0.025484938,-0.023161119,-14.165823,19.064415,43.666264,0,-0.028638083,-0.07991711,-0.4113977,-0.0077603026,0.0054524993,-0.052528046,0
457,5.1449995,1.0609058,-0.40585345,-9.7883,-0.06158709,0.044730652,-0.021489264,-14.105406,19.064138,43.518852,1,-0.028712023,-0.07987447,-0.41187394,-0.0084955385,0.0038265097,-0.053140655,0
458,5.152999,1.0614862,-0.40376467,-9.787074,-0.045281965,0.018694459,-0.013363336,-14.166461,19.00089,43.592106,1,-0.028763898,-0.07985538,-0.41219348,-0.00879465,0.0025372307,-0.053364992,0
459,5.1619997,1.0614954,-0.40373155,-9.787055,-0.021856757,-0.009950353,0.013116657,-14.105212,19.19127,43.592934,1,-0.028845157,-0.079841144,-0.4126753,-0.009268208,0.00062666513,-0.05370109,0
460,5.1710005,0.8889608,-0.5173209,-9.690637,0.0648243,0.0075331745,0.011250262,-14.105212,19.19127,43.592934,0,-0.02893115,-0.07984078,-0.41315842,-0.00988801,-0.00014164245,-0.053441465,0
461,5.179,0.88620824,-0.5191013,-9.68909,0.09764069,-0.006865733,0.013221224,-14.167546,19.000975,43.517857,1,-0.029023163,-0.07984244,-0.41363665,-0.010549008,-0.00023184849,-0.05281645,0
462,5.1869993,0.8862029,-0.5191048,-9.689086,0.11841354,0.019106824,-0.0073417583,-14.10649,19.064222,43.44461,1,-0.030185778,-0.08132279,-0.4064834,-0.015227847,-0.008993166,-0.04014208,1
463,5.1949987,0.8693127,-0.30052653,-9.792107,0.079832256,0.019587532,0.0029406063,-14.107382,19.191439,43.444443,1,-0.030277338,-0.081377536,-0.4067234,-0.014977472,-0.009389524,-0.039992686,0
464,5.2019987,0.866731,-0.26919073,-9.806621,0.022277582,0.017027415,0.0024494291,-14.168438,19.128191,43.51769,1,-0.030404959,-0.08146698,-0.40708464,-0.013369406,-0.010490054,-0.04028654,0
465,5.211999,0.8667259,-0.2691295,-9.806648,-0.03388646,0.041149963,0.00039794255,-14.168438,19.128191,43.51769,0,-0.030517915,-0.08156635,-0.40744853,-0.01173046,-0.011587844,-0.04058561,0
466,5.221999,0.75355405,-0.25053898,-9.749742,-0.059563152,0.027436575,-0.0065482412,-14.230577,19.06503,43.51669,1,-0.030615183,-0.08167413,-0.40781415,-0.00975123,-0.01218431,-0.04053011,0
467,5.2300005,0.7498713,-0.24990177,-9.74787,-0.048616085,0.032449502,0.00041374314,-14.229938,19.128553,43.590855,1,-0.030692978,-0.081784755,-0.4081775,-0.0075402115,-0.012392206,-0.040209666,0
468,5.238,0.74986416,-0.24990052,-9.747867,-0.013759186,0.00087717443,0.009783838,-14.227515,18.937647,43.66535,1,-0.030751016,-0.081897065,-0.40853798,-0.005354635,-0.012558171,-0.039889023,0
469,5.246999,0.6477623,-0.586556,-9.765165,0.04844214,0.005114373,0.0014697174,-14.227515,18.937647,43.66535,0,-0.030790513,-0.082009636,-0.40889567,-0.003907875,-0.011951583,-0.039641265,0
470,5.256999,0.6330312,-0.63438445,-9.767456,0.09326979,0.040297307,0.008709004,-14.294694,19.129168,43.441284,1,-0.030826945,-0.08210629,-0.4092521,-0.0041817143,-0.009518381,-0.03956681,0
471,5.263999,0.6330028,-0.6344766,-9.76746,0.09717323,0.02759481,0.00038815587,-14.167799,19.191715,43.591854,1,-0.030852498,-0.08215851,-0.40948936,-0.0043337597,-0.007888361,-0.039518297,0
472,5.273,0.63300246,-0.63447803,-9.76746,0.08859902,0.081562616,0.015176697,-14.292971,19.192608,43.58969,1,-0.03089231,-0.082218535,-0.40984473,-0.0044968524,-0.005450403,-0.039445862,1
473,5.2799997,0.8857107,-0.55771506,-9.884796,0.011190031,0.043371767,-0.007975221,-14.292971,19.192608,43.58969,0,-0.027876237,-0.083552085,-0.40925425,0.014160634,-0.010137759,-0.05542425,0
474,5.287999,0.8861951,-0.5575649,-9.88502,-0.020161506,0.090747766,-0.008705227,-14.294949,19.319908,43.515274,1,-0.027791986,-0.083612554,-0.40958908,0.013926114,-0.01001798,-0.0561911,0
475,5.297,0.8862029,-0.55756253,-9.885022,-0.09289303,0.044052813,-0.00878377,-14.356004,19.256662,43.588524,1,-0.027668212,-0.08370169,-0.41009995,0.013579912,-0.009779792,-0.057341423,0
476,5.305999,0.76980233,-0.30856833,-9.865511,-0.11311968,0.05241232,0.0026618787,-14.478309,19.003036,43.660942,1,-0.027538376,-0.083789095,-0.41061977,0.015406758,-0.009640311,-0.0581521,0
477,5.312999,0.76934195,-0.30758905,-9.865429,-0.09330202,0.013944774,-0.003088728,-14.415722,19.00259,43.662025,1,-0.027390724,-0.083875015,-0.41114664,0.01740307,-0.009442171,-0.05892717,0
478,5.321,0.7693411,-0.30758718,-9.865429,-0.039297238,0.028705908,0.0129774185,-14.415722,19.00259,43.662025,0,-0.027282404,-0.083931185,-0.41150177,0.018700637,-0.009280257,-0.05944451,0
479,5.3289995,0.75018746,-0.7051028,-9.7690115,0.02950402,0.04717998,0.014116116,-14.354219,19.002228,43.58886,1,-0.027111119,-0.08401013,-0.41203895,0.018679013,-0.007845051,-0.059773162,0
480,5.3380003,0.74986476,-0.7113812,-9.767464,0.092728466,0.0512929,0.03556001,-14.294694,19.129168,43.441284,1,-0.026948359,-0.08407099,-0.41257718,0.017495658,-0.0056740423,-0.05982684,0
481,5.346999,0.74986416,-0.7113935,-9.767462,0.09559282,0.041946076,0.011786016,-14.4198675,19.130058,43.43912,1,-0.026795972,-0.08411227,-0.41311586,0.016384402,-0.0034996858,-0.05988089,0
482,5.3550005,0.88198036,-0.5251514,-9.767499,0.079268076,0.07722644,0.013323447,-14.4198675,19.130058,43.43912,0,-0.027104044,-0.08306697,-0.41127858,0.016817464,0.0056032306,-0.06759742,1
483,5.363,0.8861369,-0.51919925,-9.767462,0.020632586,0.053769104,0.0074844174,-14.5435095,19.067259,43.511284,1,-0.027003288,-0.0830327,-0.4116843,0.016787121,0.005825976,-0.06765391,0
484,5.37,0.88620275,-0.51910496,-9.767462,-0.057400737,0.079611115,0.015013655,-14.5435095,19.067259,43.511284,1,-0.026852343,-0.08297867,-0.41229352,0.016765118,0.0061910683,-0.06773854,0
485,5.3789988,0.8862409,-0.29560667,-9.729536,-0.10745527,0.031864125,0.006584023,-14.60565,19.004095,43.510284,1,-0.026698789,-0.0829227,-0.41290283,0.017745288,0.006035891,-0.067565836,0
486,5.388999,0.88620293,-0.28837243,-9.728275,-0.104506925,0.046609282,0.008450711,-14.60565,19.004095,43.510284,0,-0.026531484,-0.08287078,-0.41350928,0.019425074,0.0055112843,-0.06720149,0
487,5.398,0.8862029,-0.2883583,-9.728273,-0.065260045,0.0064739683,0.023916041,-14.666705,18.940851,43.583538,1,-0.026349366,-0.0828233,-0.41411248,0.02104832,0.005051889,-0.06683794,0
488,5.4070005,0.92043966,-0.5240622,-9.81415,0.009595662,0.041663084,0.02821786,-14.604118,18.940405,43.584618,1,-0.026153795,-0.08277936,-0.41471285,0.021987582,0.0048989034,-0.06677322,0
489,5.4159994,0.92514753,-0.5574971,-9.826218,0.06934945,-0.00082710705,0.027779432,-14.542424,19.067175,43.585533,1,-0.025958596,-0.08273296,-0.41531673,0.021390386,0.00541624,-0.067424476,0
490,5.423999,0.9251568,-0.55756235,-9.8262415,0.118561335,0.07248067,0.007206131,-14.670852,19.068317,43.36063,1,-0.025768682,-0.082681954,-0.4159265,0.020832043,0.005923409,-0.06808214,0
491,5.432,0.9251568,-0.5575625,-9.8262415,0.095922634,0.044169065,0.012572851,-14.670852,19.068317,43.36063,0,-0.025644664,-0.082645394,-0.41633627,0.020513358,0.0062633515,-0.06852088,0
492,5.439,0.88628125,-0.4999909,-9.728467,0.047828767,0.08692951,-0.0066908477,-14.607181,19.067787,43.435963,1,-0.026003124,-0.083922975,-0.41462368,0.021565262,0.0026905234,-0.07395911,1
493,5.4469995,0.88620406,-0.4998777,-9.728277,-0.017730381,0.056200765,0.0016247339,-14.732354,19.06868,43.4338,1,-0.025873402,-0.083905794,-0.41506687,0.021693863,0.0030394422,-0.07377767,0
494,5.4560003,0.8862029,-0.4998759,-9.728273,-0.08011922,0.07585069,-0.014681156,-14.915327,19.006073,43.72762,1,-0.025677342,-0.08387595,-0.4157296,0.021889659,0.0036088882,-0.07350506,0
495,5.464999,1.0414147,-0.27003545,-9.747795,-0.1190304,0.019155405,-0.0013084305,-14.790794,18.941658,43.65562,1,-0.02547517,-0.0838491,-0.41639072,0.023092091,0.002246033,-0.0734229,0
496,5.471999,1.0420173,-0.26913118,-9.747867,-0.09228659,0.023157958,-0.007140472,-14.790794,18.941658,43.65562,0,-0.025261758,-0.083835736,-0.41705126,0.024333244,0.00073826726,-0.073361546,0
497,5.4800005,1.0420187,-0.26912946,-9.747867,-0.04647816,0.026271997,0.009570741,-14.853379,18.942104,43.654537,1,-0.02511342,-0.08383427,-0.41749132,0.025127398,-0.00023634192,-0.07332164,0
498,5.4870005,0.9653471,-0.5720029,-9.921475,0.029155683,0.036149908,0.013318388,-14.854464,18.942188,43.580296,1,-0.024885543,-0.08383917,-0.4181539,0.025097929,-0.00039501136,-0.07427734,0
499,5.4959993,0.9641131,-0.57678205,-9.924205,0.09700764,0.062719725,0.029120533,-14.797111,19.069292,43.28423,1,-0.024663026,-0.08383988,-0.41882947,0.024367217,0.00024387967,-0.07585372,0
500,5.5059996,0.9641108,-0.57679135,-9.924211,0.09327225,0.06912101,0.010530985,-14.797111,19.069292,43.28423,0,-0.024446694,-0.08383478,-0.41951925,0.023720434,0.0008896241,-0.07743194,0
501,5.5150003,1.0800691,-0.57680076,-9.652052,0.07389492,0.09492916,0.018387288,-14.796471,19.132816,43.358383,1,-0.024238082,-0.08382721,-0.42021582,0.02258037,0.0006842597,-0.07710746,0
502,5.5220003,1.0809585,-0.5767915,-9.649933,0.018324712,0.062098075,0.017751487,-14.79341,19.005432,43.507042,1,-0.024105044,-0.08382388,-0.42067692,0.021778345,0.00043290085,-0.07659292,1
503,5.5290003,1.0809726,-0.5767914,-9.6498995,-0.040205985,0.062934555,0.002032728,-14.857526,19.06957,43.431637,1,-0.026641592,-0.084840715,-0.41814482,0.012392862,0.0003188066,-0.0726166,0
504,5.5369997,0.96182823,-0.25726157,-9.941509,-0.09202249,0.031041807,-0.0025727758,-14.857526,19.06957,43.431637,0,-0.026568051,-0.084839545,-0.41858017,0.012661246,2.6230133e-05,-0.07288967,0
505,5.5439997,0.9446674,-0.21153228,-9.982912,-0.10996778,0.07350923,0.0077729193,-15.043756,19.007215,43.502716,1,-0.026443228,-0.084841944,-0.41924474,0.015096063,-0.00054092205,-0.07480603,0
506,5.551999,0.9446343,-0.21144417,-9.982992,-0.090348735,0.026087055,0.03317941,-15.104173,19.007494,43.65013,1,-0.026347868,-0.08484622,-0.4196974,0.016705249,-0.0008688064,-0.07609532,0
507,5.558999,0.92774355,-0.5649236,-9.743122,-0.03581797,0.03641934,0.016378863,-14.97983,18.815947,43.50405,1,-0.026188314,-0.08485533,-0.42038995,0.018116131,-0.00079822,-0.07735732,0
508,5.568,0.92516184,-0.61515087,-9.708747,0.022790695,0.017760437,0.01663021,-15.107618,18.880615,43.353313,1,-0.026029442,-0.084856555,-0.42108458,0.01719267,0.00054024206,-0.07699621,0
509,5.5789995,0.9251568,-0.6152489,-9.708681,0.057777505,0.019272441,0.038256716,-15.107618,18.880615,43.353313,0,-0.025878893,-0.084845595,-0.4217759,0.016268017,0.001896384,-0.076621406,0
510,5.5859995,0.9253089,-0.4134962,-10.00029,0.058591485,-0.013351936,0.032127175,-15.107618,18.880615,43.353313,0,-0.025735574,-0.0848228,-0.4224651,0.015990514,0.003006797,-0.0770895,0
511,5.5929995,0.9251591,-0.38495567,-10.041125,0.05907834,0.0027045293,0.022892118,-14.795384,18.91765,43.32968,1,-0.02563726,-0.08480373,-0.42293257,0.016794425,0.003351681,-0.078747444,0
512,5.600999,0.9251568,-0.38450354,-10.041773,-0.011492109,-0.08225008,0.04962056,-14.793658,18.980907,43.47824,1,-0.025879951,-0.08596006,-0.4236272,0.022481408,0.0054182387,-0.08922757,1
513,5.609,0.9251568,-0.38450265,-10.041773,-0.030613625,-0.10374726,0.08093957,-14.793658,18.980907,43.47824,0,-0.025742548,-0.08592663,-0.42416757,0.023316402,0.005719688,-0.09090569,0
514,5.617999,0.44013953,-0.4611224,-10.197915,-0.09381379,-0.2234905,0.08110232,-14.855158,18.98127,43.551476,1,-0.02552116,-0.085857086,-0.42500094,0.025963198,0.00995496,-0.09433334,0
515,5.6260004,0.43823642,-0.46141756,-10.198522,-0.13080083,-0.23834221,0.05496827,-14.602837,18.85255,43.63029,1,-0.025275474,-0.08574707,-0.4258658,0.028614644,0.014479455,-0.09786497,0
516,5.6349993,0.4382327,-0.46141812,-10.198522,-0.19765638,-0.36371025,0.05777676,-14.537633,18.78851,43.780098,1,-0.025006805,-0.0855969,-0.4267625,0.031059703,0.018871542,-0.101408966,0
517,5.6449995,0.10972064,-0.15616916,-10.684548,-0.18876827,-0.36544725,0.026586717,-14.537633,18.78851,43.780098,0,-0.02470412,-0.08540314,-0.4277038,0.036622167,0.02432924,-0.108210534,0
